dataset,scenario,model_id,model,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,pr_auc,roc_auc,brier,nll,ece,confusion_matrix,seed_mean_macro_f1,seed_std_macro_f1,seed_min_macro_f1,seed_max_macro_f1,low_precision,low_recall,low_f1,low_support,medium_precision,medium_recall,medium_f1,medium_support,high_precision,high_recall,high_f1,high_support
student_por,S1_MID_G1_ONLY,logistic_regression,Logistic Regression,0.8012326656394453,0.7945074692282406,0.7492154942037669,0.7945074692282406,0.7687936197933505,0.8041125535229309,0.8286028665868191,0.9222650770655854,0.2914941439750284,0.4777483293191984,0.036912949891161985,"[[74, 26, 0], [44, 336, 38], [0, 21, 110]]",0.7687936197933505,0.0,0.7687936197933505,0.7687936197933505,0.6271186440677966,0.74,0.6788990825688074,100,0.8772845953002611,0.8038277511961722,0.8389513108614233,418,0.7432432432432432,0.8396946564885496,0.7885304659498208,131
student_por,S1_MID_G1_ONLY,decision_tree,Decision Tree,0.8443759630200308,0.8136808015875915,0.8091120839606861,0.8136808015875915,0.8101459418095637,0.8440939354357242,0.7740930642658598,0.8958272906406003,0.25093645023746447,0.5370754418561142,0.031044966833685808,"[[70, 30, 0], [22, 364, 32], [0, 17, 114]]",0.8101459418095637,0.0,0.8101459418095637,0.8101459418095637,0.7608695652173914,0.7,0.7291666666666666,100,0.8856447688564477,0.8708133971291866,0.8781664656212304,418,0.7808219178082192,0.8702290076335878,0.8231046931407943,131
student_por,S1_MID_G1_ONLY,random_forest,Random Forest,0.8258859784283513,0.8123384102170763,0.7802913097216894,0.8123384102170763,0.7949393779652082,0.8275540083157821,0.8182676995846364,0.9200814319528735,0.27760059334727555,0.4559585670248598,0.0498655425748616,"[[76, 24, 0], [34, 350, 34], [0, 21, 110]]",0.7922186200450683,0.003093976380896881,0.7875364909251541,0.7949393779652082,0.6909090909090909,0.76,0.7238095238095238,100,0.8860759493670886,0.8373205741626795,0.8610086100861009,418,0.7638888888888888,0.8396946564885496,0.8,131
student_por,S1_MID_G1_ONLY,hist_gradient_boosting,HistGradientBoosting,0.785824345146379,0.718624858468169,0.7478409988087303,0.718624858468169,0.7320381779939673,0.7834260334150428,0.7655241682634126,0.8956968303020649,0.34848227549766764,0.6832809950748348,0.13142251186274526,"[[61, 39, 0], [31, 359, 28], [0, 41, 90]]",0.7320381779939673,0.0,0.7320381779939673,0.7320381779939673,0.6630434782608695,0.61,0.6354166666666666,100,0.8177676537585421,0.8588516746411483,0.8378063010501751,418,0.7627118644067796,0.6870229007633588,0.7228915662650602,131
student_por,S1_MID_G1_ONLY,svm,SVM,0.802773497688752,0.7413734370624688,0.7652930534220858,0.7413734370624688,0.7524985071246192,0.8007847137905422,0.8112314908402208,0.921244396775302,0.27328722274272416,0.4390269570174708,0.05077961369863665,"[[61, 39, 0], [29, 362, 27], [0, 33, 98]]",0.7507096275623498,0.0030813324533860123,0.7454626696212765,0.7543486064546716,0.6777777777777778,0.61,0.6421052631578947,100,0.8341013824884793,0.8660287081339713,0.8497652582159625,418,0.784,0.7480916030534351,0.765625,131
student_por,S1_MID_G1_ONLY,xgboost,XGBoost,0.8181818181818182,0.7723403581820616,0.7821620451709825,0.7723403581820616,0.7770799132581424,0.8174899699185062,0.823931376920718,0.9217082596770453,0.2640005368956798,0.4328738280343115,0.04177455427002322,"[[68, 32, 0], [27, 362, 29], [0, 30, 101]]",0.7770754370980539,0.0017050189051523172,0.7751680506128905,0.7789805855031732,0.7157894736842105,0.68,0.6974358974358974,100,0.8537735849056604,0.8660287081339713,0.8598574821852731,418,0.7769230769230769,0.7709923664122137,0.7739463601532567,131
student_por,S1_MID_G1_ONLY,mlp,MLP,0.8012326656394453,0.723444123841874,0.7702475122604144,0.723444123841874,0.7439699644315102,0.7973362898877109,0.8280319390098141,0.9234835466637931,0.2659985055982865,0.43327993951076704,0.03326577640644206,"[[57, 43, 0], [27, 369, 22], [0, 37, 94]]",0.738151797641666,0.01585107381542389,0.710029837593452,0.7579129924128228,0.6785714285714286,0.57,0.6195652173913043,100,0.821826280623608,0.8827751196172249,0.8512110726643599,418,0.8103448275862069,0.7175572519083969,0.7611336032388664,131
student_por,S1_MID_G1_ONLY,cnn_only,CNN-only,0.7550077041602465,0.8165689031739655,0.7076096427534128,0.8165689031739655,0.7383710475793518,0.7608162738330149,0.8294483137045793,0.922720384742091,0.34379744277155355,0.5475935382589856,0.048927307005709825,"[[88, 12, 0], [72, 286, 60], [0, 15, 116]]",0.7375385394361021,0.010812423006551442,0.723015208748978,0.7533584688056233,0.55,0.88,0.676923076923077,100,0.9137380191693291,0.6842105263157895,0.7824897400820794,418,0.6590909090909091,0.8854961832061069,0.755700325732899,131
student_por,S1_MID_G1_ONLY,bilstm_only,BiLSTM-only,0.7087827426810478,0.7961396203903234,0.6726831856792644,0.7961396203903234,0.6976795721415522,0.7139895137974073,0.7910990844542747,0.9000143646721465,0.3919147553082655,0.6182443104956629,0.06655409610071233,"[[88, 12, 0], [85, 254, 79], [0, 13, 118]]",0.6889216880951721,0.017669667921343103,0.6614770073908262,0.713634419065729,0.5086705202312138,0.88,0.6446886446886447,100,0.910394265232975,0.6076555023923444,0.7288378766140603,418,0.5989847715736041,0.9007633587786259,0.7195121951219512,131
student_por,S1_MID_G1_ONLY,cnn_bilstm,CNN-BiLSTM,0.773497688751926,0.8201082338044974,0.7235871901027994,0.8201082338044974,0.75386093811468,0.7794606061253173,0.8372875886968822,0.9290719606091923,0.3232458377884059,0.517982375020375,0.046782865890404236,"[[87, 13, 0], [69, 301, 48], [0, 17, 114]]",0.7518070523153763,0.009314742032868282,0.7391108764106477,0.761914279788416,0.5576923076923077,0.87,0.6796875,100,0.9093655589123867,0.7200956937799043,0.8037383177570093,418,0.7037037037037037,0.8702290076335878,0.7781569965870307,131
student_por,S2_LATE_G1_G2,logistic_regression,Logistic Regression,0.864406779661017,0.8581418848996188,0.8217869887564572,0.8581418848996188,0.8378767571281749,0.8666098978390279,0.9147877597798483,0.95497863498779,0.19868440481998717,0.3373794085270979,0.03512090061680343,"[[80, 20, 0], [38, 362, 18], [0, 12, 119]]",0.8378767571281749,0.0,0.8378767571281749,0.8378767571281749,0.6779661016949152,0.8,0.7339449541284404,100,0.9187817258883249,0.8660287081339713,0.8916256157635468,418,0.8686131386861314,0.9083969465648855,0.8880597014925373,131
student_por,S2_LATE_G1_G2,decision_tree,Decision Tree,0.8828967642526965,0.8295035124243642,0.866427057885559,0.8295035124243642,0.8460876710013042,0.880704302370175,0.8919879524658075,0.9432365406478839,0.16727698101529428,0.6403547671345771,0.037892906229416115,"[[67, 33, 0], [18, 390, 10], [0, 15, 116]]",0.8460876710013043,1.1102230246251565e-16,0.8460876710013042,0.8460876710013042,0.788235294117647,0.67,0.7243243243243244,100,0.8904109589041096,0.9330143540669856,0.9112149532710281,418,0.9206349206349206,0.8854961832061069,0.9027237354085603,131
student_por,S2_LATE_G1_G2,random_forest,Random Forest,0.8798151001540832,0.8612140691771065,0.8423954281061699,0.8612140691771065,0.8513805162482108,0.8803189952876815,0.9291325649949495,0.9674699535748719,0.16091088430415676,0.2758891378250843,0.03213454937355263,"[[76, 24, 0], [28, 373, 17], [0, 9, 122]]",0.8505726174215098,0.0013374812282493757,0.8490176385574877,0.8522882475080373,0.7307692307692307,0.76,0.7450980392156863,100,0.9187192118226601,0.8923444976076556,0.9053398058252428,418,0.8776978417266187,0.9312977099236641,0.9037037037037037,131
student_por,S2_LATE_G1_G2,hist_gradient_boosting,HistGradientBoosting,0.8767334360554699,0.8432761118618893,0.8448448687350836,0.8432761118618893,0.8440556722833327,0.8767264533369998,0.8936633485376843,0.9532734890785844,0.19836292144204334,0.47317044288713017,0.0795957033146639,"[[73, 27, 0], [26, 379, 13], [1, 13, 117]]",0.8440556722833327,0.0,0.8440556722833327,0.8440556722833327,0.73,0.73,0.73,100,0.9045346062052506,0.9066985645933014,0.9056152927120669,418,0.9,0.8931297709923665,0.896551724137931,131
student_por,S2_LATE_G1_G2,svm,SVM,0.8828967642526965,0.8466353774790898,0.8542626860586982,0.8466353774790898,0.8501911605004389,0.8820766375354718,0.9191705341701146,0.9629362008448767,0.16946649610028763,0.2896956998819181,0.023670379957957684,"[[71, 29, 0], [23, 382, 13], [0, 11, 120]]",0.8500236054049182,0.00033511019104142114,0.8493533850228353,0.8501911605004389,0.7553191489361702,0.71,0.7319587628865979,100,0.9052132701421801,0.9138755980861244,0.9095238095238095,418,0.9022556390977443,0.916030534351145,0.9090909090909091,131
student_por,S2_LATE_G1_G2,xgboost,XGBoost,0.8952234206471494,0.8656943886433641,0.8697542434655836,0.8656943886433641,0.8676585159508289,0.8948878770825244,0.9211428567296166,0.9604680204317955,0.16875873881487738,0.30672184847988937,0.04857000190185989,"[[76, 24, 0], [21, 385, 12], [0, 11, 120]]",0.8655003656731444,0.002508809041869747,0.8633580241188324,0.8702563358968577,0.7835051546391752,0.76,0.7715736040609137,100,0.9166666666666666,0.9210526315789473,0.918854415274463,418,0.9090909090909091,0.916030534351145,0.9125475285171103,131
student_por,S2_LATE_G1_G2,mlp,MLP,0.8705701078582434,0.8190104337874526,0.8460851421162817,0.8190104337874526,0.8303986867455508,0.8679526515262487,0.9147379010564815,0.9602097966058918,0.17354446269047516,0.30219452379521017,0.04751431443198721,"[[64, 36, 0], [19, 383, 16], [0, 13, 118]]",0.8319280473675535,0.005821111676728898,0.8246142982363102,0.8389114231655052,0.7710843373493976,0.64,0.6994535519125683,100,0.8865740740740741,0.916267942583732,0.9011764705882352,418,0.8805970149253731,0.9007633587786259,0.8905660377358491,131
student_por,S2_LATE_G1_G2,cnn_only,CNN-only,0.8659476117103235,0.8914559820787221,0.8162365981632641,0.8914559820787221,0.8460391981518742,0.8690068850011557,0.9190184208509303,0.9642665309188293,0.2030288828412571,0.3504454545416358,0.023555542407670806,"[[88, 12, 0], [43, 348, 27], [0, 5, 126]]",0.8401633163841634,0.01071197927695119,0.8305693160639693,0.8588624917205094,0.6717557251908397,0.88,0.7619047619047619,100,0.9534246575342465,0.8325358851674641,0.8888888888888888,418,0.8235294117647058,0.9618320610687023,0.8873239436619719,131
student_por,S2_LATE_G1_G2,bilstm_only,BiLSTM-only,0.8536209553158706,0.8926840522541607,0.8041163332559632,0.8926840522541607,0.8355865670710818,0.8582364021084429,0.9054447066176919,0.9619790765372728,0.21867164436848982,0.36310496424602134,0.03374058743995511,"[[91, 9, 0], [55, 337, 26], [0, 5, 126]]",0.8282511241246361,0.015428063424214714,0.8112046227040887,0.8507122507122507,0.6232876712328768,0.91,0.7398373983739838,100,0.9601139601139601,0.80622009569378,0.8764629388816645,418,0.8289473684210527,0.9618320610687023,0.8904593639575972,131
student_por,S2_LATE_G1_G2,cnn_bilstm,CNN-BiLSTM,0.8628659476117103,0.8957216601531588,0.8149736808710147,0.8957216601531588,0.8445695514706971,0.86721703059819,0.9226699881705932,0.9659426514617673,0.20411053855917377,0.35095335124202526,0.028737789734793597,"[[91, 9, 0], [52, 344, 22], [0, 6, 125]]",0.8350902860864157,0.003906324947176638,0.8308087371502006,0.8420450679488631,0.6363636363636364,0.91,0.7489711934156379,100,0.958217270194986,0.8229665071770335,0.8854568854568855,418,0.8503401360544217,0.9541984732824428,0.8992805755395683,131
